method	path	tree	basis	tags	operationId
GET	/api/v1/cert-manager/ca/aws-acm-public-ca	core	source	PKI Certificate Authorities	listAwsAcmPublicCaCertificateAuthoritiesV1
POST	/api/v1/cert-manager/ca/aws-acm-public-ca	core	source	PKI Certificate Authorities	createAwsAcmPublicCaCertificateAuthorityV1
GET	/api/v1/cert-manager/ca/aws-acm-public-ca/{id}	core	source	PKI Certificate Authorities	getAwsAcmPublicCaCertificateAuthorityV1
PATCH	/api/v1/cert-manager/ca/aws-acm-public-ca/{id}	core	source	PKI Certificate Authorities	updateAwsAcmPublicCaCertificateAuthorityV1
DELETE	/api/v1/cert-manager/ca/aws-acm-public-ca/{id}	core	source	PKI Certificate Authorities	deleteAwsAcmPublicCaCertificateAuthorityV1
GET	/api/v1/cert-manager/ca/aws-pca	core	source	PKI Certificate Authorities	listAwsPcaCertificateAuthoritiesV1
POST	/api/v1/cert-manager/ca/aws-pca	core	source	PKI Certificate Authorities	createAwsPcaCertificateAuthorityV1
GET	/api/v1/cert-manager/ca/aws-pca/{id}	core	source	PKI Certificate Authorities	getAwsPcaCertificateAuthorityV1
PATCH	/api/v1/cert-manager/ca/aws-pca/{id}	core	source	PKI Certificate Authorities	updateAwsPcaCertificateAuthorityV1
DELETE	/api/v1/cert-manager/ca/aws-pca/{id}	core	source	PKI Certificate Authorities	deleteAwsPcaCertificateAuthorityV1
GET	/api/v1/cert-manager/ca/azure-ad-cs	core	source	PKI Certificate Authorities	listAzureAdCsCertificateAuthoritiesV1
POST	/api/v1/cert-manager/ca/azure-ad-cs	core	source	PKI Certificate Authorities	createAzureAdCsCertificateAuthorityV1
GET	/api/v1/cert-manager/ca/azure-ad-cs/{caId}/templates	core	source		getAzureAdcsTemplates
GET	/api/v1/cert-manager/ca/azure-ad-cs/{id}	core	source	PKI Certificate Authorities	getAzureAdCsCertificateAuthorityV1
PATCH	/api/v1/cert-manager/ca/azure-ad-cs/{id}	core	source	PKI Certificate Authorities	updateAzureAdCsCertificateAuthorityV1
DELETE	/api/v1/cert-manager/ca/azure-ad-cs/{id}	core	source	PKI Certificate Authorities	deleteAzureAdCsCertificateAuthorityV1
GET	/api/v1/cert-manager/ca/digicert	core	source	PKI Certificate Authorities	listDigicertCertificateAuthoritiesV1
POST	/api/v1/cert-manager/ca/digicert	core	source	PKI Certificate Authorities	createDigicertCertificateAuthorityV1
GET	/api/v1/cert-manager/ca/digicert/{id}	core	source	PKI Certificate Authorities	getDigicertCertificateAuthorityV1
PATCH	/api/v1/cert-manager/ca/digicert/{id}	core	source	PKI Certificate Authorities	updateDigicertCertificateAuthorityV1
DELETE	/api/v1/cert-manager/ca/digicert/{id}	core	source	PKI Certificate Authorities	deleteDigicertCertificateAuthorityV1
GET	/api/v1/cert-manager/ca/godaddy	core	source	PKI Certificate Authorities	listGodaddyCertificateAuthoritiesV1
POST	/api/v1/cert-manager/ca/godaddy	core	source	PKI Certificate Authorities	createGodaddyCertificateAuthorityV1
GET	/api/v1/cert-manager/ca/godaddy/{id}	core	source	PKI Certificate Authorities	getGodaddyCertificateAuthorityV1
PATCH	/api/v1/cert-manager/ca/godaddy/{id}	core	source	PKI Certificate Authorities	updateGodaddyCertificateAuthorityV1
DELETE	/api/v1/cert-manager/ca/godaddy/{id}	core	source	PKI Certificate Authorities	deleteGodaddyCertificateAuthorityV1
GET	/api/v1/cert-manager/ca/internal	core	source	PKI Certificate Authorities	listInternalCertificateAuthoritiesV1
POST	/api/v1/cert-manager/ca/internal	core	source	PKI Certificate Authorities	createInternalCertificateAuthorityV1
GET	/api/v1/cert-manager/ca/internal/{caId}/auto-renewal	core	source	PKI Certificate Authorities	getCaAutoRenewalConfig
PATCH	/api/v1/cert-manager/ca/internal/{caId}/auto-renewal	core	source	PKI Certificate Authorities	updateCaAutoRenewalConfig
GET	/api/v1/cert-manager/ca/internal/{caId}/ca-certificates	core	source	PKI Certificate Authorities	getCaCertificates
POST	/api/v1/cert-manager/ca/internal/{caId}/certificate	core	source	PKI Certificate Authorities	
GET	/api/v1/cert-manager/ca/internal/{caId}/certificate	core	source	PKI Certificate Authorities	getCaCertificate
GET	/api/v1/cert-manager/ca/internal/{caId}/certificate/{certId}	core	source	PKI Certificate Authorities	
GET	/api/v1/cert-manager/ca/internal/{caId}/certificates/{caCertId}/der	core	source	PKI Certificate Authorities	getCaCertificateDer
GET	/api/v1/cert-manager/ca/internal/{caId}/crls	core	source	PKI Certificate Authorities	getCaCrls
GET	/api/v1/cert-manager/ca/internal/{caId}/csr	core	source	PKI Certificate Authorities	getCaCsr
POST	/api/v1/cert-manager/ca/internal/{caId}/import-certificate	core	source	PKI Certificate Authorities	importCaCertificate
POST	/api/v1/cert-manager/ca/internal/{caId}/install-certificate-adcs	core	source	PKI Certificate Authorities	installCaCertificateAdcs
POST	/api/v1/cert-manager/ca/internal/{caId}/install-certificate-microsoft-adcs	core	source	PKI Certificate Authorities	installCaCertificateAdcsNative
POST	/api/v1/cert-manager/ca/internal/{caId}/install-certificate-venafi	core	source	PKI Certificate Authorities	installCaCertificateVenafi
POST	/api/v1/cert-manager/ca/internal/{caId}/renew	core	source	PKI Certificate Authorities	renewCaCertificate
POST	/api/v1/cert-manager/ca/internal/{caId}/sign-intermediate	core	source	PKI Certificate Authorities	signIntermediateCa
POST	/api/v1/cert-manager/ca/internal/{caId}/signing-config	core	source	PKI Certificate Authorities	createCaSigningConfig
GET	/api/v1/cert-manager/ca/internal/{caId}/signing-config	core	source	PKI Certificate Authorities	getCaSigningConfig
PATCH	/api/v1/cert-manager/ca/internal/{caId}/signing-config	core	source	PKI Certificate Authorities	updateCaSigningConfig
GET	/api/v1/cert-manager/ca/internal/{id}	core	source	PKI Certificate Authorities	getInternalCertificateAuthorityV1
PATCH	/api/v1/cert-manager/ca/internal/{id}	core	source	PKI Certificate Authorities	updateInternalCertificateAuthorityV1
DELETE	/api/v1/cert-manager/ca/internal/{id}	core	source	PKI Certificate Authorities	deleteInternalCertificateAuthorityV1
GET	/api/v1/cert-manager/ca/venafi-tpp	core	source	PKI Certificate Authorities	listVenafiTppCertificateAuthoritiesV1
POST	/api/v1/cert-manager/ca/venafi-tpp	core	source	PKI Certificate Authorities	createVenafiTppCertificateAuthorityV1
GET	/api/v1/cert-manager/ca/venafi-tpp/{id}	core	source	PKI Certificate Authorities	getVenafiTppCertificateAuthorityV1
PATCH	/api/v1/cert-manager/ca/venafi-tpp/{id}	core	source	PKI Certificate Authorities	updateVenafiTppCertificateAuthorityV1
DELETE	/api/v1/cert-manager/ca/venafi-tpp/{id}	core	source	PKI Certificate Authorities	deleteVenafiTppCertificateAuthorityV1
GET	/api/v1/cert-manager/certificate-cleanup	core	source	PKI Certificates	getCertificateCleanupConfig
PUT	/api/v1/cert-manager/certificate-cleanup	core	source	PKI Certificates	updateCertificateCleanupConfig
POST	/api/v1/cert-manager/certificate-policies	core	source	PKI Certificate Policies	createCertificatePolicy
GET	/api/v1/cert-manager/certificate-policies	core	source	PKI Certificate Policies	listCertificatePolicies
GET	/api/v1/cert-manager/certificate-policies/{id}	core	source	PKI Certificate Policies	getCertificatePolicy
PATCH	/api/v1/cert-manager/certificate-policies/{id}	core	source	PKI Certificate Policies	updateCertificatePolicy
